ticket_id,ticket_text,issue_type,urgency_level,product,clean_text
670,PhotoSnap Cam is late. It stopped working after just 5 days.,Product Defect,High,PhotoSnap Cam,photosnap cam late stop work day
671,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black?",General Inquiry,High,FitRun Treadmill,tell fitrun treadmill warranty also available black
672,Both my SoundWave 300 and Vision LED TV are glitchy. Both giving issues.,Product Defect,Low,SoundWave 300,soundwave vision lead tv glitchy give issue
673,Facing installation issue with . Setup fails at step 4.,unknown,High,UltraClean Vacuum,face installation issue setup fail step
674,Payment problem for order #33229. Need urgent help.,Billing Problem,High,EcoBreeze AC,payment problem order need urgent help
676,Facing installation issue with RoboChef Blender. Setup fails at step 4.,Installation Issue,High,RoboChef Blender,face installation issue robochef blender setup fail step
677,Facing installation issue with Vision LED TV. Setup fails at step 3.,Installation Issue,Low,Vision LED TV,face installation issue vision lead tv setup fail step
678,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,PowerMax Battery,log account keep show reset require help
679,Facing installation issue with ProTab X1. Setup fails at step 5.,Installation Issue,Low,ProTab X1,face installation issue protab x setup fail step
680,Payment issue for my . I was debited incorrectly for order #15563. Delivery expected by 30 March.,unknown,Low,Vision LED TV,payment issue debit incorrectly order delivery expect march
681,Payment issue for my ProTab X1. I was debited incorrectly for order #15474.,Billing Problem,Medium,ProTab X1,payment issue protab x debit incorrectly order
682,Payment issue for my FitRun Treadmill. I was underbilled for order #83111.,Billing Problem,High,FitRun Treadmill,payment issue fitrun treadmill underbilled order
684,I ordered Vision LED TV but got PhotoSnap Cam instead. My order number is #82389. Delivery expected by 13 April.,Wrong Item,Low,Vision LED TV,order vision lead tv get photosnap cam instead order number delivery expect april
685,I ordered RoboChef Blender but got EcoBreeze AC instead. My order number is #43384.,Wrong Item,Low,RoboChef Blender,order robochef blender get ecobreeze ac instead order number
686,I ordered  but got PhotoSnap Cam instead. My order number is #57437.,Wrong Item,Low,FitRun Treadmill,order get photosnap cam instead order number
687,Facing installation issue wit . Setup fails at step 3.,Installation Issue,Low,PowerMax Battery,face installation issue wit setup fail step
688,Payment issue for my RoboChef Blender. I was underbilled for order #87420.,Billing Problem,High,RoboChef Blender,payment issue robochef blender underbilled order
689,"Order #78255 for PhotoSnap Cam is 8 days late. Ordered on 16 April. Also, I contacted support on 16 April but got no response.",Late Delivery,High,PhotoSnap Cam,order photosnap cam day late order april also contact support april get response
691,I ordered RoboChef Blender but got FitRun Treadmill instead. My order number is #18640. Delivery expected by 27 April.,Wrong Item,Low,RoboChef Blender,order robochef blender get fitrun treadmill instead order number delivery expect april
692,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,ProTab X1,log account keep show error help
693,Payment problem for order #79572. Need urgent help.,Billing Problem,Medium,UltraClean Vacuum,payment problem order need urgent help
695,"RoboChef Blender is cracked. It stopped working after just 7 days. Also, I contacted support on 24 March but got no response.",Product Defect,High,RoboChef Blender,robochef blender crack stop work day also contact support march get response
696,FitRun Treadmill is broken. It stopped working after just 10 days.,Product Defect,Medium,FitRun Treadmill,fitrun treadmill break stop work day
697,Payment issue fr mi EcoBreeze AC. I was charged twice fr order #16054.,Billing Problem,High,EcoBreeze AC,payment issue fr mi ecobreeze ac charge twice fr order
698,"Payment issue fr mi PowerMax Battery. I was overbilled fr order #13069. Also, I contacted support on 07 May but got no response.",unknown,Medium,PowerMax Battery,payment issue fr mi powermax battery overbille fr order also contact support may get response
699,Can't log in to mi account. Keeps showing unknown issue. Help!,Account Access,Low,Vision LED TV,log mi account keep show unknown issue help
700,Can't log in to mi account. Keeps showing blocked. Help! Delivery expected by 16 March.,Account Access,Low,UltraClean Vacuum,log mi account keep show block help delivery expect march
701,Payment issue for my EcoBreeze AC. I was not refunded for order #42496.,unknown,Medium,EcoBreeze AC,payment issue ecobreeze ac refund order
702,"I ordered EcoBreeze AC but got RoboChef Blender instead. My order number is #99452. Also, I contacted support on 01 April but got no response.",Wrong Item,High,EcoBreeze AC,order ecobreeze ac get robochef blender instead order number also contact support april get response
703,Payment problem fr order #74061. Need urgent help.,Billing Problem,High,RoboChef Blender,payment problem fr order need urgent help
704,Payment issue fr mi EcoBreeze AC. I was charged twice fr order #89561.,Billing Problem,Medium,EcoBreeze AC,payment issue fr mi ecobreeze ac charge twice fr order
706,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #82036.,Wrong Item,Medium,ProTab X1,order protab x get fitrun treadmill instead order number
708," is damaged. It stopped working after just 3 days. Also, I contacted support on 22 March but got no response.",unknown,Low,SoundWave 300,damage stop work day also contact support march get response
709,"Can you tell me more about teh SoundWave 300 warranty? Also, is it available in white?",General Inquiry,Medium,SoundWave 300,tell teh soundwave warranty also available white
710,"Payment issue for my . I was not refunded for order #27748. Also, I contacted support on 29 March but got no response.",Billing Problem,Medium,ProTab X1,payment issue refund order also contact support march get response
711,Order #59424 for FitRun Treadmill is 2 days late. Ordered on 07 March.,Late Delivery,Medium,FitRun Treadmill,order fitrun treadmill day late order march
712,Order #47003 for SoundWave 300 is 17 days late. Ordered on 28 April.,unknown,High,SoundWave 300,order soundwave day late order april
713,"I ordered PowerMax Battery but got ProTab X1 instead. My order number is #76262. Also, I contacted support on 24 March but got no response. Delivery expected by 24 March.",Wrong Item,High,PowerMax Battery,order powermax battery get protab x instead order number also contact support march get response delivery expect march
714,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in red?",General Inquiry,Low,EcoBreeze AC,tell ecobreeze ac warranty also available red
715,FitRun Treadmill is not received. It stopped working after just 1 days.,Product Defect,High,FitRun Treadmill,fitrun treadmill receive stop work day
716,"Can you tell me more about the Vision LED TV warranty? Also, is it available in red? Also, I contacted support on 04 April but got no response. Delivery expected by 04 April.",unknown,Low,Vision LED TV,tell vision lead tv warranty also available red also contact support april get response delivery expect april
717,Facing installation issue with UltraClean Vacuum. Setup fails at step 6.,Installation Issue,Medium,UltraClean Vacuum,face installation issue ultraclean vacuum setup fail step
718,Not able to install my product.,Installation Issue,Medium,SmartWatch V2,able install product
719,"Payment problem for order #50747. Need urgent help. Also, I contacted support on 29 March but got no response.",Billing Problem,High,UltraClean Vacuum,payment problem order need urgent help also contact support march get response
720,I ordered PowerMax Battery but got ProTab X1 instead. My order number is #54668.,Wrong Item,High,PowerMax Battery,order powermax battery get protab x instead order number
721,Order #82260 for  is 18 days late. Ordered on 29 April.,Late Delivery,Medium,PhotoSnap Cam,order day late order april
722,Payment issue for my FitRun Treadmill. I was underbilled for order #65952.,Billing Problem,Low,FitRun Treadmill,payment issue fitrun treadmill underbilled order
723,I ordered Vision LED TV but got UltraClean Vacuum instead. My order number is #80743.,unknown,High,Vision LED TV,order vision lead tv get ultraclean vacuum instead order number
724,"Facing installation issue with . Setup fails at step 1. Also, I contacted support on 28 March but got no response.",Installation Issue,High,PowerMax Battery,face installation issue setup fail step also contact support march get response
725,Order #15998 for  is 1 days late. Ordered on 15 April.,Late Delivery,Low,RoboChef Blender,order day late order april
726,PowerMax Battery is lost. It stopped working after just 8 days.,Product Defect,Medium,PowerMax Battery,powermax battery lose stop work day
727,Order #12312 placed on 31 March still not here.,Late Delivery,unknown,EcoBreeze AC,order place march still
728,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,PhotoSnap Cam,log account keep show captcha fail help
729,SoundWave 300 is broken. It stopped working after just 1 days.,Product Defect,unknown,SoundWave 300,soundwave break stop work day
730,Order #86215 fr  is 16 days late. Ordered on 21 April.,Late Delivery,unknown,FitRun Treadmill,order fr day late order april
731,SoundWave 300 is wrong item. It stopped working after just 6 days.,Product Defect,Medium,SoundWave 300,soundwave wrong item stop work day
732,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in black?",General Inquiry,High,PhotoSnap Cam,tell photosnap cam warranty also available black
733,"Can't log in to my account. Keeps showing reset required. Help! Also, I contacted support on 12 May but got no response.",unknown,Medium,FitRun Treadmill,log account keep show reset require help also contact support may get response
734,"Payment issue for my ProTab X1. I was charged twice for order #86412. Also, I contacted support on 17 March but got no response.",Billing Problem,High,ProTab X1,payment issue protab x charge twice order also contact support march get response
735,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black? Delivery expected by 17 March.",General Inquiry,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available black delivery expect march
736,Login not working.,Account Access,Medium,RoboChef Blender,login work
737,Account problem. Assistance needed.,Account Access,Medium,SoundWave 300,account problem assistance need
738,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in black?",General Inquiry,High,RoboChef Blender,tell robochef blender warranty also available black
739,"Payment problem for order #95121. Need urgent help. Also, I contacted support on 24 March but got no response.",unknown,High,PhotoSnap Cam,payment problem order need urgent help also contact support march get response
740,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue? Also, I contacted support on 09 March but got no response.",General Inquiry,High,PowerMax Battery,tell powermax battery warranty also available blue also contact support march get response
741,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in white?",General Inquiry,Medium,PhotoSnap Cam,tell photosnap cam warranty also available white
742,I ordered UltraClean Vacuum but got UltraClean Vacuum instead. My order number is #57817.,Wrong Item,Low,UltraClean Vacuum,order ultraclean vacuum get ultraclean vacuum instead order number
743,Facing installation issue with UltraClean Vacuum. Setup fails at step 4.,unknown,High,UltraClean Vacuum,face installation issue ultraclean vacuum setup fail step
744,"Received wrong product, order mixed up.",Wrong Item,Medium,ProTab X1,receive wrong product order mix
745,"I ordered PhotoSnap Cam but got PhotoSnap Cam instead. My order number is #37817. Also, I contacted support on 25 April but got no response.",Wrong Item,Low,PhotoSnap Cam,order photosnap cam get photosnap cam instead order number also contact support april get response
746,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,PhotoSnap Cam,log account keep show error help
747,"Can't access my account. Also, I contacted support on 19 March but got no response.",Account Access,High,ProTab X1,access account also contact support march get response
748,Can't log in to my account. Keeps showing reset required. Help! Delivery expected by 18 April.,Account Access,Low,SmartWatch V2,log account keep show reset require help delivery expect april
749,Order #98425 for  is 2 days late. Ordered on 22 March.,Late Delivery,High,PhotoSnap Cam,order day late order march
750,Both my SmartWatch V2 and PowerMax Battery are broken. Both giving issues. Delivery expected by 04 April.,unknown,High,SmartWatch V2,smartwatch v powermax battery break give issue delivery expect april
751,Product info needed.,General Inquiry,High,SoundWave 300,product info need
752,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,RoboChef Blender,log account keep show block help
754, is late. It stopped working after just 8 days.,Product Defect,Low,Vision LED TV,late stop work day
755,I ordered PhotoSnap Cam but got SoundWave 300 instead. My order number is #68656.,Wrong Item,Low,PhotoSnap Cam,order photosnap cam get soundwave instead order number
756,"Received wrong product, order mixed up. Also, I contacted support on 03 May but got no response.",Wrong Item,Medium,UltraClean Vacuum,receive wrong product order mix also contact support may get response
757,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #55952.,unknown,High,SoundWave 300,order soundwave get protab x instead order number
758,Facing installation issue with . Setup fails at step 2.,Installation Issue,High,EcoBreeze AC,face installation issue setup fail step
759,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,PhotoSnap Cam,log account keep show block help
760,I ordered RoboChef Blender but got EcoBreeze AC instead. My order number is #12554.,Wrong Item,High,RoboChef Blender,order robochef blender get ecobreeze ac instead order number
761,Facing installation issue with . Setup fails at step 4.,Installation Issue,Low,ProTab X1,face installation issue setup fail step
762,Payment issue for my PhotoSnap Cam. I was underbilled for order #53013.,Billing Problem,Medium,PhotoSnap Cam,payment issue photosnap cam underbilled order
763,Payment issue for my . I was underbilled for order #20888.,Billing Problem,High,PhotoSnap Cam,payment issue underbilled order
764,Facing installation issue with PowerMax Battery. Setup fails at step 5.,Installation Issue,Low,PowerMax Battery,face installation issue powermax battery setup fail step
765,Account problem. Assistance needed.,Account Access,High,SmartWatch V2,account problem assistance need
766,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #53505.,Wrong Item,High,ProTab X1,order protab x get ultraclean vacuum instead order number
767,I ordered Vision LED TV but got SoundWave 300 instead. My order number is #38888.,Wrong Item,Medium,Vision LED TV,order vision lead tv get soundwave instead order number
768,"SmartWatch V2 is missing. It stopped working after just 3 days. Also, I contacted support on 27 April but got no response.",Product Defect,High,SmartWatch V2,smartwatch v miss stop work day also contact support april get response
769,RoboChef Blender is damaged. It stopped working after just 3 days.,Product Defect,High,RoboChef Blender,robochef blender damage stop work day
770,Payment issue fr mi ProTab X1. I was overbilled fr order #41189. Delivery expected by 19 May.,Billing Problem,Medium,ProTab X1,payment issue fr mi protab x overbille fr order delivery expect may
772,Vision LED TV is missing. It stopped working after just 3 days.,Product Defect,High,Vision LED TV,vision lead tv miss stop work day
773,Can't log in to my account. Keeps showing error. Help! Delivery expected by 03 March.,Account Access,Low,EcoBreeze AC,log account keep show error help delivery expect march
774,Payment issue for my EcoBreeze AC. I was debited incorrectly for order #93842.,unknown,High,EcoBreeze AC,payment issue ecobreeze ac debit incorrectly order
775,Order #91530 fr  is 15 days late. Ordered on 29 April.,Late Delivery,High,SoundWave 300,order fr day late order april
776,UltraClean Vacuum is charged. It stopped working after just 12 days.,Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum charge stop work day
777,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in black?",General Inquiry,High,EcoBreeze AC,tell ecobreeze ac warranty also available black
778,"Order #21829 for Vision LED TV is 10 days late. Ordered on 08 March. Also, I contacted support on 08 March but got no response.",unknown,Low,Vision LED TV,order vision lead tv day late order march also contact support march get response
779,PowerMax Battery is error. It stopped working after just 10 days.,Product Defect,Medium,PowerMax Battery,powermax battery error stop work day
780,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,Vision LED TV,tell warranty also available red
781,Facing installation issue with PowerMax Battery. Setup fails at step 6.,Installation Issue,High,PowerMax Battery,face installation issue powermax battery setup fail step
782,Facing installation issue with EcoBreeze AC. Setup fails at step 3.,unknown,Medium,EcoBreeze AC,face installation issue ecobreeze ac setup fail step
783,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #24110.,Wrong Item,High,SoundWave 300,order soundwave get protab x instead order number
784,"Received wrong product, order mixed up. Also, I contacted support on 04 March but got no response.",Wrong Item,Low,SoundWave 300,receive wrong product order mix also contact support march get response
785,Both my Vision LED TV and PowerMax Battery are error. Both giving issues.,Product Defect,Medium,Vision LED TV,vision lead tv powermax battery error give issue
786,"Payment issue for my RoboChef Blender. I was charged twice for order #81485. Also, I contacted support on 03 March but got no response.",Billing Problem,Low,RoboChef Blender,payment issue robochef blender charge twice order also contact support march get response
787,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue?",General Inquiry,Low,PowerMax Battery,tell powermax battery warranty also available blue
788,"Received wrong product, order mixed up.",Wrong Item,Medium,PhotoSnap Cam,receive wrong product order mix
789,I ordered  but got PowerMax Battery instead. My order number is #29985. Delivery expected by 22 April.,Wrong Item,Medium,ProTab X1,order get powermax battery instead order number delivery expect april
790,I ordered UltraClean Vacuum but got Vision LED TV instead. My order number is #74948.,Wrong Item,High,UltraClean Vacuum,order ultraclean vacuum get vision lead tv instead order number
791,Facing installation issue with . Setup fails at step 2.,Installation Issue,Medium,EcoBreeze AC,face installation issue setup fail step
792,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",unknown,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available red
793,Facing installation issue with EcoBreeze AC. Setup fails at step 5.,Installation Issue,Medium,EcoBreeze AC,face installation issue ecobreeze ac setup fail step
794,"Account problem. Assistance needed. Also, I contacted support on 22 March but got no response.",Account Access,Low,FitRun Treadmill,account problem assistance need also contact support march get response
795,Payment issue fr mi SoundWave 300. I was not refunded fr order #10237.,Billing Problem,High,SoundWave 300,payment issue fr mi soundwave refund fr order
796,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,unknown,FitRun Treadmill,log account keep show captcha fail help
797,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in red?",General Inquiry,High,RoboChef Blender,tell robochef blender warranty also available red
798,"UltraClean Vacuum is error. It stopped working after just 6 days. Also, I contacted support on 05 April but got no response.",Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum error stop work day also contact support april get response
799,Can't access my account.,Account Access,unknown,UltraClean Vacuum,access account
800,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Low,Vision LED TV,face installation issue vision lead tv setup fail step
801,Facing installation issue with PhotoSnap Cam. Setup fails at step 1. Delivery expected by 15 April.,Installation Issue,Medium,PhotoSnap Cam,face installation issue photosnap cam setup fail step delivery expect april
802,Facing installation issue with Vision LED TV. Setup fails at step 5.,Installation Issue,Low,Vision LED TV,face installation issue vision lead tv setup fail step
803,Vision LED TV is charged. It stopped working after just 3 days. Delivery expected by 14 May.,Product Defect,Low,Vision LED TV,vision lead tv charge stop work day delivery expect may
804,"I ordered  but got SoundWave 300 instead. My order number is #72697. Also, I contacted support on 08 March but got no response.",Wrong Item,Medium,FitRun Treadmill,order get soundwave instead order number also contact support march get response
805,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Low,Vision LED TV,tell warranty also available red
806,Order #98108 for  is 2 days late. Ordered on 02 March.,Late Delivery,Medium,EcoBreeze AC,order day late order march
807,Facing installation issue with RoboChef Blender. Setup fails at step 2.,Installation Issue,Low,RoboChef Blender,face installation issue robochef blender setup fail step
808,Payment issue for my Vision LED TV. I was charged twice for order #31561.,Billing Problem,High,Vision LED TV,payment issue vision lead tv charge twice order
809,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #43806.,Wrong Item,High,UltraClean Vacuum,order ultraclean vacuum get protab x instead order number
810,Facing installation issue with ProTab X1. Setup fails at step 4.,Installation Issue,High,ProTab X1,face installation issue protab x setup fail step
811,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 30 March but got no response.",Account Access,Medium,RoboChef Blender,log account keep show captcha fail help also contact support march get response
812,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #10769.,unknown,High,ProTab X1,order protab x get ultraclean vacuum instead order number
813,"Can't log in to my account. Keeps showing blocked. Help! Also, I contacted support on 29 March but got no response.",Account Access,High,ProTab X1,log account keep show block help also contact support march get response
814,I ordered PowerMax Battery but got Vision LED TV instead. My order number is #93575.,Wrong Item,Medium,PowerMax Battery,order powermax battery get vision lead tv instead order number
815,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available blue
816,"Facing installation issue with UltraClean Vacuum. Setup fails at step 5. Also, I contacted support on 09 March but got no response.",Installation Issue,unknown,UltraClean Vacuum,face installation issue ultraclean vacuum setup fail step also contact support march get response
817,SoundWave 300 is late. It stopped working after just 1 days.,Product Defect,Low,SoundWave 300,soundwave late stop work day
818,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,EcoBreeze AC,log account keep show reset require help
819,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,High,Vision LED TV,tell vision lead tv warranty also available white
820,"I ordered  but got FitRun Treadmill instead. My order number is #30866. Also, I contacted support on 20 April but got no response.",unknown,Medium,PowerMax Battery,order get fitrun treadmill instead order number also contact support april get response
821,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in black?",General Inquiry,Medium,SoundWave 300,tell soundwave warranty also available black
822,SmartWatch V2 is missing. It stopped working after just 2 days.,unknown,Low,SmartWatch V2,smartwatch v miss stop work day
823,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #47597.,Wrong Item,Medium,UltraClean Vacuum,order ultraclean vacuum get protab x instead order number
824,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,Installation Issue,High,PhotoSnap Cam,face installation issue photosnap cam setup fail step
826,"Not able to install my product. Also, I contacted support on 04 March but got no response.",Installation Issue,Low,RoboChef Blender,able install product also contact support march get response
827,"Can't log in to my account. Keeps showing error. Help! Also, I contacted support on 16 March but got no response.",Account Access,High,PhotoSnap Cam,log account keep show error help also contact support march get response
828,Order #38583 for  is 2 days late. Ordered on 06 April.,Late Delivery,Medium,SmartWatch V2,order day late order april
829,Payment issue for my UltraClean Vacuum. I was overbilled for order #94247.,Billing Problem,Low,UltraClean Vacuum,payment issue ultraclean vacuum overbille order
830,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in white?",General Inquiry,Medium,PhotoSnap Cam,tell photosnap cam warranty also available white
831,SmartWatch V2 is missing. It stopped working after just 7 days.,Product Defect,Low,SmartWatch V2,smartwatch v miss stop work day
832,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Medium,EcoBreeze AC,tell warranty also available red
833,Product info needed. Delivery expected by 27 March.,unknown,Low,PowerMax Battery,product info need delivery expect march
835,FitRun Treadmill is malfunction. It stopped working after just 1 days.,Product Defect,Low,FitRun Treadmill,fitrun treadmill malfunction stop work day
836,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 09 April but got no response.",Installation Issue,Medium,SoundWave 300,face installation issue soundwave setup fail step also contact support april get response
837,Facing installation issue with RoboChef Blender. Setup fails at step 4.,Installation Issue,Low,RoboChef Blender,face installation issue robochef blender setup fail step
838,Both my ProTab X1 and PowerMax Battery are late. Both giving issues.,Product Defect,Low,ProTab X1,protab x powermax battery late give issue
839,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,ProTab X1,log account keep show captcha fail help
840,Both my RoboChef Blender and FitRun Treadmill are not working. Both giving issues.,Product Defect,Medium,RoboChef Blender,robochef blender fitrun treadmill work give issue
841,Payment issue for my PhotoSnap Cam. I was charged twice for order #75768.,unknown,Low,PhotoSnap Cam,payment issue photosnap cam charge twice order
842,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in blue?",General Inquiry,Low,UltraClean Vacuum,tell ultraclean vacuum warranty also available blue
843,Facing installation issue with PhotoSnap Cam. Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,face installation issue photosnap cam setup fail step
844,Order #15216 placed on 07 May still not here.,Late Delivery,Low,Vision LED TV,order place may still
846,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,SmartWatch V2,log account keep show captcha fail help
847,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,SoundWave 300,tell warranty also available red
848,Order #23419 for EcoBreeze AC is 5 days late. Ordered on 19 March.,Late Delivery,Low,EcoBreeze AC,order ecobreeze ac day late order march
849,Order #75921 for PowerMax Battery is 16 days late. Ordered on 23 March.,Late Delivery,Low,PowerMax Battery,order powermax battery day late order march
851,Order #81995 for  is 9 days late. Ordered on 05 March.,Late Delivery,High,EcoBreeze AC,order day late order march
852,Order #92470 for EcoBreeze AC is 9 days late. Ordered on 17 May. Delivery expected by 17 May.,Late Delivery,Low,EcoBreeze AC,order ecobreeze ac day late order may delivery expect may
853,I ordered FitRun Treadmill but got PhotoSnap Cam instead. My order number is #54167.,Wrong Item,unknown,FitRun Treadmill,order fitrun treadmill get photosnap cam instead order number
854,"I ordered SmartWatch V2 but got EcoBreeze AC instead. My order number is #20428. Also, I contacted support on 15 April but got no response.",Wrong Item,Low,SmartWatch V2,order smartwatch v get ecobreeze ac instead order number also contact support april get response
855,Facing installation issue with FitRun Treadmill. Setup fails at step 6.,Installation Issue,High,FitRun Treadmill,face installation issue fitrun treadmill setup fail step
856,Order #81509 for Vision LED TV is 3 days late. Ordered on 10 April.,Late Delivery,Medium,Vision LED TV,order vision lead tv day late order april
857,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,FitRun Treadmill,log account keep show reset require help
858,Order #79357 for Vision LED TV is 10 days late. Ordered on 12 May. Delivery expected by 12 May.,Late Delivery,Medium,Vision LED TV,order vision lead tv day late order may delivery expect may
859,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in black?",General Inquiry,Medium,RoboChef Blender,tell robochef blender warranty also available black
860,I ordered SmartWatch V2 but got Vision LED TV instead. My order number is #35751. Delivery expected by 07 May.,Wrong Item,Medium,SmartWatch V2,order smartwatch v get vision lead tv instead order number delivery expect may
861,I ordered PhotoSnap Cam but got EcoBreeze AC instead. My order number is #95981.,Wrong Item,Medium,PhotoSnap Cam,order photosnap cam get ecobreeze ac instead order number
862,Order #46436 for SoundWave 300 is 3 days late. Ordered on 02 May.,Late Delivery,High,SoundWave 300,order soundwave day late order may
863,Payment issue for my SoundWave 300. I was not refunded for order #57172.,Billing Problem,unknown,SoundWave 300,payment issue soundwave refund order
865,Is this item in stock?,General Inquiry,Low,FitRun Treadmill,item stock
866,Account problem. Assistance needed.,Account Access,High,EcoBreeze AC,account problem assistance need
867,Facing installation issue with . Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,face installation issue setup fail step
868,Can't log in to my account. Keeps showing error. Help!,Account Access,High,SoundWave 300,log account keep show error help
869,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in white? Delivery expected by 08 April.",General Inquiry,Low,SmartWatch V2,tell teh smartwatch v warranty also available white delivery expect april
870,I ordered  but got UltraClean Vacuum instead. My order number is #87705.,Wrong Item,Low,UltraClean Vacuum,order get ultraclean vacuum instead order number
871,"Order #92113 for SmartWatch V2 is 7 days late. Ordered on 11 March. Also, I contacted support on 11 March but got no response.",Late Delivery,High,SmartWatch V2,order smartwatch v day late order march also contact support march get response
872,Both my Vision LED TV and RoboChef Blender are defective. Both giving issues.,Product Defect,Low,Vision LED TV,vision lead tv robochef blender defective give issue
873,Payment issue for my . I was charged twice for order #32134. Delivery expected by 05 May.,Billing Problem,Low,EcoBreeze AC,payment issue charge twice order delivery expect may
874,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in red? Also, I contacted support on 19 April but got no response.",General Inquiry,Low,SmartWatch V2,tell teh smartwatch v warranty also available red also contact support april get response
875,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,RoboChef Blender,log account keep show block help
876,Payment issue fr mi PowerMax Battery. I was underbilled fr order #33239.,Billing Problem,Medium,PowerMax Battery,payment issue fr mi powermax battery underbilled fr order
877,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 12 April but got no response.",Installation Issue,High,SoundWave 300,face installation issue soundwave setup fail step also contact support april get response
878,Can't log in to my account. Keeps showing reset required. Help! Delivery expected by 06 April.,Account Access,High,ProTab X1,log account keep show reset require help delivery expect april
879,Order #20416 for  is 1 days late. Ordered on 06 May.,Late Delivery,Medium,SoundWave 300,order day late order may
880,I ordered  but got EcoBreeze AC instead. My order number is #70159.,Wrong Item,High,PhotoSnap Cam,order get ecobreeze ac instead order number
881,Payment issue for my Vision LED TV. I was overbilled for order #26865.,Billing Problem,Low,Vision LED TV,payment issue vision lead tv overbille order
882,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,PowerMax Battery,log account keep show unknown issue help
883,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Medium,Vision LED TV,face installation issue vision lead tv setup fail step
884,Order #28878 for SoundWave 300 is 18 days late. Ordered on 18 May. Delivery expected by 18 May.,unknown,unknown,SoundWave 300,order soundwave day late order may delivery expect may
885,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,EcoBreeze AC,log account keep show reset require help
886,Payment issue fr mi PhotoSnap Cam. I was overbilled fr order #68654.,Billing Problem,Medium,PhotoSnap Cam,payment issue fr mi photosnap cam overbille fr order
887,Payment issue for my RoboChef Blender. I was overbilled for order #77275.,Billing Problem,Low,RoboChef Blender,payment issue robochef blender overbille order
888,PhotoSnap Cam is charged. It stopped working after just 11 days.,unknown,Medium,PhotoSnap Cam,photosnap cam charge stop work day
889,"Facing installation issue with Vision LED TV. Setup fails at step 3. Also, I contacted support on 05 April but got no response.",unknown,Low,Vision LED TV,face installation issue vision lead tv setup fail step also contact support april get response
